   UTC,Heat_demand_A,Heat_demand_B,Heat_demand_C,Heat_demand_D,Heat_demand_E,Heat_demand_F,Heat_demand_G,Heat_demand_H,Heat_demand_I,Heat_demand_J
2015-01-21 00:00:00,91547000.000000,100238000.000000,74919000.000000,261776000.000000,70998000.000000,240378000.000000,96596000.000000,66579000.000000,212013000.000000,30389000.000000
2015-01-21 01:00:00,91632000.000000,100332000.000000,75119000.000000,261989000.000000,71044000.000000,240554000.000000,96726000.000000,66614000.000000,212102000.000000,30401000.000000
2015-01-21 02:00:00,91549000.000000,100406000.000000,75150000.000000,262107000.000000,71025000.000000,240609000.000000,96893000.000000,66504000.000000,212631000.000000,30359000.000000
2015-01-21 03:00:00,91362000.000000,100417000.000000,75194000.000000,262105000.000000,70870000.000000,240659000.000000,97091000.000000,66285000.000000,212787000.000000,30344000.000000
2015-01-21 04:00:00,91178000.000000,100450000.000000,75154000.000000,261922000.000000,70828000.000000,240510000.000000,97316000.000000,65813000.000000,212391000.000000,30296000.000000
2015-01-21 05:00:00,90899000.000000,100516000.000000,75055000.000000,261723000.000000,70837000.000000,240645000.000000,97582000.000000,65732000.000000,212262000.000000,30325000.000000
2015-01-21 06:00:00,90739000.000000,100515000.000000,74888000.000000,261498000.000000,70802000.000000,240929000.000000,97392000.000000,65493000.000000,212333000.000000,30348000.000000
2015-01-21 07:00:00,90407000.000000,100643000.000000,74779000.000000,261341000.000000,70741000.000000,241102000.000000,97267000.000000,65028000.000000,211963000.000000,30385000.000000
2015-01-21 08:00:00,90184000.000000,100919000.000000,74619000.000000,261022000.000000,70747000.000000,240777000.000000,96972000.000000,64647000.000000,211680000.000000,30483000.000000
2015-01-21 09:00:00,90071000.000000,101100000.000000,74315000.000000,260757000.000000,70686000.000000,240481000.000000,96701000.000000,64350000.000000,211483000.000000,30580000.000000
2015-01-21 10:00:00,89969000.000000,101384000.000000,74094000.000000,261184000.000000,70654000.000000,240294000.000000,96607000.000000,64074000.000000,211618000.000000,30651000.000000
2015-01-21 11:00:00,89865000.000000,101480000.000000,73837000.000000,261468000.000000,70342000.000000,239946000.000000,96645000.000000,63941000.000000,211985000.000000,30688000.000000
2015-01-21 12:00:00,89633000.000000,101751000.000000,73715000.000000,262224000.000000,70058000.000000,240417000.000000,96697000.000000,63589000.000000,211944000.000000,30802000.000000
2015-01-21 13:00:00,89370000.000000,101787000.000000,73743000.000000,262487000.000000,69779000.000000,241009000.000000,96788000.000000,63449000.000000,211536000.000000,30938000.000000
2015-01-21 14:00:00,89446000.000000,101786000.000000,73848000.000000,263257000.000000,69644000.000000,241719000.000000,97262000.000000,63582000.000000,212127000.000000,31102000.000000
2015-01-21 15:00:00,89451000.000000,101665000.000000,74076000.000000,263896000.000000,69409000.000000,242004000.000000,98028000.000000,63682000.000000,213019000.000000,31199000.000000
2015-01-21 16:00:00,89369000.000000,101587000.000000,74198000.000000,263895000.000000,69274000.000000,242000000.000000,98543000.000000,63532000.000000,212925000.000000,31264000.000000
2015-01-21 17:00:00,89365000.000000,101471000.000000,74211000.000000,263853000.000000,69263000.000000,242136000.000000,98693000.000000,63200000.000000,212477000.000000,31342000.000000
2015-01-21 18:00:00,89450000.000000,101400000.000000,74229000.000000,263769000.000000,69217000.000000,242152000.000000,98598000.000000,62887000.000000,211896000.000000,31347000.000000
2015-01-21 19:00:00,89589000.000000,101250000.000000,74278000.000000,264062000.000000,69258000.000000,242173000.000000,98225000.000000,62880000.000000,211853000.000000,31480000.000000
2015-01-21 20:00:00,89792000.000000,101228000.000000,74416000.000000,264378000.000000,69330000.000000,242447000.000000,98385000.000000,62927000.000000,212218000.000000,31492000.000000
2015-01-21 21:00:00,89912000.000000,101074000.000000,74579000.000000,264831000.000000,69397000.000000,242706000.000000,98373000.000000,63095000.000000,212205000.000000,31526000.000000
2015-01-21 22:00:00,90037000.000000,100860000.000000,74685000.000000,265285000.000000,69431000.000000,242779000.000000,98321000.000000,63118000.000000,212671000.000000,31579000.000000
2015-01-21 23:00:00,90155000.000000,100722000.000000,74724000.000000,265390000.000000,69404000.000000,242882000.000000,98307000.000000,63176000.000000,213414000.000000,31631000.000000
2015-01-22 00:00:00,90156000.000000,100662000.000000,74744000.000000,265246000.000000,69425000.000000,242662000.000000,98281000.000000,62879000.000000,213860000.000000,31674000.000000
2015-01-22 01:00:00,90022000.000000,100561000.000000,74667000.000000,264920000.000000,69378000.000000,242193000.000000,98055000.000000,62485000.000000,213966000.000000,31688000.000000
2015-01-22 02:00:00,89942000.000000,100423000.000000,74602000.000000,264467000.000000,69300000.000000,241492000.000000,97711000.000000,61896000.000000,213761000.000000,31684000.000000
2015-01-22 03:00:00,89730000.000000,100230000.000000,74471000.000000,263945000.000000,69218000.000000,240793000.000000,97371000.000000,61649000.000000,213804000.000000,31688000.000000
2015-01-22 04:00:00,89677000.000000,100089000.000000,74499000.000000,264012000.000000,69057000.000000,240609000.000000,97181000.000000,61676000.000000,214109000.000000,31765000.000000
2015-01-22 05:00:00,89708000.000000,100039000.000000,74619000.000000,263974000.000000,68977000.000000,240426000.000000,97101000.000000,61685000.000000,214456000.000000,31857000.000000
2015-01-22 06:00:00,89485000.000000,100051000.000000,74725000.000000,264092000.000000,68861000.000000,240074000.000000,97196000.000000,61777000.000000,214610000.000000,31895000.000000
2015-01-22 07:00:00,89499000.000000,99886000.000000,74787000.000000,264271000.000000,68825000.000000,239862000.000000,97298000.000000,61986000.000000,214971000.000000,31945000.000000
2015-01-22 08:00:00,89419000.000000,99584000.000000,74731000.000000,264733000.000000,68918000.000000,239787000.000000,97820000.000000,62180000.000000,215471000.000000,31891000.000000
2015-01-22 09:00:00,89039000.000000,99342000.000000,74779000.000000,265187000.000000,69081000.000000,239632000.000000,98229000.000000,62415000.000000,215416000.000000,31873000.000000
2015-01-22 10:00:00,88574000.000000,99063000.000000,74714000.000000,264630000.000000,69174000.000000,239270000.000000,98224000.000000,62697000.000000,215367000.000000,31850000.000000
2015-01-22 11:00:00,88195000.000000,99126000.000000,74577000.000000,264548000.000000,69592000.000000,239164000.000000,98449000.000000,62656000.000000,214969000.000000,31842000.000000
2015-01-22 12:00:00,88056000.000000,99197000.000000,74586000.000000,264665000.000000,69997000.000000,239422000.000000,98774000.000000,62982000.000000,214605000.000000,31814000.000000
2015-01-22 13:00:00,88184000.000000,99127000.000000,74550000.000000,264907000.000000,70213000.000000,239451000.000000,99131000.000000,63140000.000000,214795000.000000,31770000.000000
2015-01-22 14:00:00,88299000.000000,99019000.000000,74473000.000000,264694000.000000,70315000.000000,239023000.000000,98850000.000000,62941000.000000,214709000.000000,31824000.000000
2015-01-22 15:00:00,88354000.000000,99009000.000000,74296000.000000,264330000.000000,70371000.000000,238582000.000000,98534000.000000,62672000.000000,214483000.000000,31871000.000000
2015-01-22 16:00:00,88690000.000000,98906000.000000,74099000.000000,263916000.000000,70354000.000000,238353000.000000,98027000.000000,62430000.000000,214444000.000000,31831000.000000
2015-01-22 17:00:00,88727000.000000,98841000.000000,74033000.000000,263852000.000000,70347000.000000,238141000.000000,97615000.000000,62267000.000000,214694000.000000,31787000.000000
2015-01-22 18:00:00,88511000.000000,98813000.000000,73975000.000000,264190000.000000,70419000.000000,237882000.000000,97561000.000000,62172000.000000,215191000.000000,31824000.000000
2015-01-22 19:00:00,88166000.000000,98794000.000000,73891000.000000,264324000.000000,70257000.000000,237432000.000000,97646000.000000,61946000.000000,215125000.000000,31739000.000000
2015-01-22 20:00:00,88045000.000000,98713000.000000,73731000.000000,263856000.000000,70219000.000000,237057000.000000,97411000.000000,62053000.000000,214915000.000000,31741000.000000
2015-01-22 21:00:00,87923000.000000,98749000.000000,73652000.000000,263415000.000000,70042000.000000,236880000.000000,97287000.000000,62109000.000000,215012000.000000,31747000.000000
2015-01-22 22:00:00,87975000.000000,98841000.000000,73596000.000000,263244000.000000,69978000.000000,236799000.000000,97317000.000000,62352000.000000,214855000.000000,31758000.000000
2015-01-22 23:00:00,87832000.000000,98896000.000000,73545000.000000,263108000.000000,69919000.000000,236683000.000000,97402000.000000,62649000.000000,214489000.000000,31764000.000000
2015-01-23 00:00:00,87531000.000000,98818000.000000,73465000.000000,263011000.000000,69784000.000000,236677000.000000,97291000.000000,63127000.000000,213811000.000000,31736000.000000
2015-01-23 01:00:00,87354000.000000,98763000.000000,73416000.000000,263021000.000000,69616000.000000,236861000.000000,97395000.000000,63650000.000000,213413000.000000,31695000.000000
2015-01-23 02:00:00,87261000.000000,98847000.000000,73402000.000000,263529000.000000,69537000.000000,237175000.000000,97681000.000000,64357000.000000,212796000.000000,31666000.000000
2015-01-23 03:00:00,87322000.000000,98975000.000000,73459000.000000,264159000.000000,69461000.000000,237219000.000000,97848000.000000,64636000.000000,212072000.000000,31669000.000000
2015-01-23 04:00:00,87243000.000000,99003000.000000,73346000.000000,264037000.000000,69447000.000000,236700000.000000,97713000.000000,64468000.000000,211514000.000000,31653000.000000
2015-01-23 05:00:00,87169000.000000,98848000.000000,73089000.000000,263760000.000000,69337000.000000,236070000.000000,97629000.000000,64438000.000000,210941000.000000,31623000.000000
2015-01-23 06:00:00,87160000.000000,98621000.000000,72959000.000000,263300000.000000,69292000.000000,235543000.000000,97462000.000000,64505000.000000,210930000.000000,31635000.000000
2015-01-23 07:00:00,87186000.000000,98421000.000000,72829000.000000,262706000.000000,69211000.000000,234962000.000000,97372000.000000,64309000.000000,210808000.000000,31629000.000000
2015-01-23 08:00:00,87048000.000000,98294000.000000,72713000.000000,261915000.000000,68742000.000000,234245000.000000,97223000.000000,64056000.000000,210100000.000000,31661000.000000
2015-01-23 09:00:00,86855000.000000,98261000.000000,72593000.000000,261042000.000000,68332000.000000,233188000.000000,97063000.000000,63653000.000000,209702000.000000,31603000.000000
2015-01-23 10:00:00,86812000.000000,98286000.000000,72406000.000000,260899000.000000,68100000.000000,232840000.000000,96677000.000000,63201000.000000,209012000.000000,31477000.000000
2015-01-23 11:00:00,86902000.000000,98373000.000000,72205000.000000,260428000.000000,67647000.000000,232313000.000000,96220000.000000,63012000.000000,208359000.000000,31424000.000000
2015-01-23 12:00:00,86492000.000000,98152000.000000,71931000.000000,259551000.000000,67069000.000000,230656000.000000,95560000.000000,62271000.000000,208220000.000000,31398000.000000
2015-01-23 13:00:00,86424000.000000,98010000.000000,71747000.000000,258839000.000000,66919000.000000,229416000.000000,94659000.000000,61791000.000000,207418000.000000,31342000.000000
2015-01-23 14:00:00,85977000.000000,97898000.000000,71583000.000000,258313000.000000,66723000.000000,228153000.000000,94061000.000000,61619000.000000,206142000.000000,31236000.000000
2015-01-23 15:00:00,85510000.000000,97753000.000000,71452000.000000,257686000.000000,66616000.000000,227020000.000000,93468000.000000,61324000.000000,205301000.000000,31133000.000000
2015-01-23 16:00:00,85047000.000000,97774000.000000,71393000.000000,257106000.000000,66501000.000000,226182000.000000,93265000.000000,61160000.000000,204849000.000000,31082000.000000
2015-01-23 17:00:00,84720000.000000,97764000.000000,71327000.000000,256572000.000000,66313000.000000,225492000.000000,93199000.000000,60977000.000000,204534000.000000,30996000.000000
2015-01-23 18:00:00,84575000.000000,97786000.000000,71265000.000000,255833000.000000,66183000.000000,225236000.000000,93124000.000000,60641000.000000,203811000.000000,30868000.000000
2015-01-23 19:00:00,84609000.000000,97912000.000000,71220000.000000,254992000.000000,66182000.000000,225184000.000000,93249000.000000,60656000.000000,203443000.000000,30703000.000000
2015-01-23 20:00:00,84529000.000000,97914000.000000,71061000.000000,254081000.000000,66119000.000000,224594000.000000,93055000.000000,60384000.000000,202696000.000000,30522000.000000
2015-01-23 21:00:00,84284000.000000,97902000.000000,70812000.000000,253690000.000000,66110000.000000,223925000.000000,92765000.000000,59990000.000000,202011000.000000,30291000.000000
2015-01-23 22:00:00,84011000.000000,97888000.000000,70610000.000000,253269000.000000,66003000.000000,223561000.000000,92555000.000000,59662000.000000,201444000.000000,30052000.000000
2015-01-23 23:00:00,83986000.000000,97877000.000000,70472000.000000,253109000.000000,65891000.000000,223150000.000000,92398000.000000,59388000.000000,201108000.000000,29929000.000000
2015-01-24 00:00:00,84048000.000000,97947000.000000,70391000.000000,252950000.000000,65824000.000000,222909000.000000,92285000.000000,58918000.000000,200723000.000000,29856000.000000
2015-01-24 01:00:00,84198000.000000,98059000.000000,70366000.000000,252923000.000000,65847000.000000,222659000.000000,92244000.000000,58301000.000000,200444000.000000,29802000.000000
2015-01-24 02:00:00,84065000.000000,97957000.000000,70282000.000000,252396000.000000,65689000.000000,222066000.000000,91911000.000000,57739000.000000,200088000.000000,29743000.000000
2015-01-24 03:00:00,83537000.000000,97874000.000000,70110000.000000,251648000.000000,65737000.000000,221781000.000000,91810000.000000,57321000.000000,199872000.000000,29498000.000000
2015-01-24 04:00:00,83081000.000000,97778000.000000,69937000.000000,251095000.000000,65727000.000000,221503000.000000,91827000.000000,57384000.000000,199437000.000000,29226000.000000
2015-01-24 05:00:00,82621000.000000,97651000.000000,69748000.000000,250549000.000000,65648000.000000,221279000.000000,91757000.000000,57233000.000000,199080000.000000,28963000.000000
2015-01-24 06:00:00,82396000.000000,97575000.000000,69434000.000000,249911000.000000,65422000.000000,220567000.000000,91661000.000000,56934000.000000,198183000.000000,28743000.000000
2015-01-24 07:00:00,81974000.000000,97806000.000000,69219000.000000,249406000.000000,65218000.000000,220091000.000000,91455000.000000,56650000.000000,197668000.000000,28542000.000000
2015-01-24 08:00:00,81723000.000000,97724000.000000,69172000.000000,248920000.000000,65202000.000000,220034000.000000,91314000.000000,56637000.000000,197782000.000000,28382000.000000
2015-01-24 09:00:00,81455000.000000,97408000.000000,68994000.000000,248260000.000000,65080000.000000,220024000.000000,91145000.000000,56543000.000000,197651000.000000,28231000.000000
2015-01-24 10:00:00,81243000.000000,97010000.000000,68775000.000000,247717000.000000,64785000.000000,219408000.000000,90876000.000000,56458000.000000,198201000.000000,28131000.000000
2015-01-24 11:00:00,80950000.000000,96349000.000000,68620000.000000,247335000.000000,64495000.000000,218552000.000000,90446000.000000,56168000.000000,198236000.000000,27939000.000000
2015-01-24 12:00:00,81081000.000000,96058000.000000,68579000.000000,247475000.000000,64227000.000000,218691000.000000,90433000.000000,56457000.000000,198064000.000000,27827000.000000
2015-01-24 13:00:00,81052000.000000,95929000.000000,68535000.000000,247209000.000000,64059000.000000,219133000.000000,90778000.000000,56563000.000000,197653000.000000,27654000.000000
2015-01-24 14:00:00,81437000.000000,95930000.000000,68479000.000000,246708000.000000,64052000.000000,220006000.000000,91180000.000000,56376000.000000,197504000.000000,27509000.000000
2015-01-24 15:00:00,81848000.000000,95947000.000000,68454000.000000,246502000.000000,64082000.000000,220731000.000000,91408000.000000,56373000.000000,196942000.000000,27416000.000000
2015-01-24 16:00:00,81857000.000000,95902000.000000,68309000.000000,246542000.000000,64142000.000000,221022000.000000,91322000.000000,56245000.000000,196353000.000000,27308000.000000
2015-01-24 17:00:00,82063000.000000,95911000.000000,68193000.000000,245769000.000000,64144000.000000,220945000.000000,91184000.000000,56269000.000000,195065000.000000,27191000.000000
2015-01-24 18:00:00,82060000.000000,95836000.000000,68138000.000000,244759000.000000,64062000.000000,220430000.000000,90801000.000000,56274000.000000,194564000.000000,27111000.000000
2015-01-24 19:00:00,81679000.000000,95709000.000000,68106000.000000,244145000.000000,64000000.000000,219712000.000000,90269000.000000,55783000.000000,194639000.000000,27076000.000000
2015-01-24 20:00:00,81356000.000000,95527000.000000,68091000.000000,244233000.000000,63835000.000000,219433000.000000,90194000.000000,55190000.000000,194298000.000000,27030000.000000
2015-01-24 21:00:00,80983000.000000,95440000.000000,68060000.000000,244361000.000000,63529000.000000,219050000.000000,90500000.000000,54644000.000000,193839000.000000,27029000.000000
2015-01-24 22:00:00,80565000.000000,95327000.000000,68082000.000000,244448000.000000,63204000.000000,218522000.000000,90546000.000000,54338000.000000,193518000.000000,27033000.000000
2015-01-24 23:00:00,80593000.000000,95155000.000000,68112000.000000,244398000.000000,62975000.000000,218388000.000000,90593000.000000,54133000.000000,193597000.000000,26980000.000000
2015-01-25 00:00:00,80590000.000000,94972000.000000,68133000.000000,244506000.000000,62800000.000000,218120000.000000,90715000.000000,54103000.000000,193904000.000000,26960000.000000
2015-01-25 01:00:00,80591000.000000,94777000.000000,68122000.000000,244570000.000000,62593000.000000,217854000.000000,90609000.000000,54214000.000000,194359000.000000,26922000.000000
2015-01-25 02:00:00,80773000.000000,94665000.000000,68011000.000000,244320000.000000,62535000.000000,217769000.000000,90581000.000000,54314000.000000,194480000.000000,26875000.000000
2015-01-25 03:00:00,81048000.000000,94343000.000000,67916000.000000,244015000.000000,62357000.000000,217237000.000000,90309000.000000,54144000.000000,194616000.000000,26915000.000000
2015-01-25 04:00:00,81088000.000000,94071000.000000,67859000.000000,243845000.000000,62221000.000000,216773000.000000,90058000.000000,53610000.000000,195089000.000000,26997000.000000
2015-01-25 05:00:00,81066000.000000,93935000.000000,67794000.000000,243858000.000000,62174000.000000,216500000.000000,89815000.000000,53148000.000000,195228000.000000,27070000.000000
2015-01-25 06:00:00,80930000.000000,93897000.000000,67803000.000000,243706000.000000,62234000.000000,216382000.000000,89893000.000000,52995000.000000,195420000.000000,27135000.000000
2015-01-25 07:00:00,80979000.000000,93624000.000000,67898000.000000,243861000.000000,62336000.000000,216426000.000000,90322000.000000,53005000.000000,195256000.000000,27187000.000000
2015-01-25 08:00:00,80668000.000000,93157000.000000,67747000.000000,243314000.000000,62192000.000000,215272000.000000,90421000.000000,52820000.000000,194325000.000000,27267000.000000
2015-01-25 09:00:00,80657000.000000,92627000.000000,67656000.000000,242623000.000000,62101000.000000,214282000.000000,90026000.000000,52752000.000000,193954000.000000,27230000.000000
2015-01-25 10:00:00,80601000.000000,92326000.000000,67800000.000000,242115000.000000,62141000.000000,213819000.000000,90097000.000000,52525000.000000,194057000.000000,27150000.000000
2015-01-25 11:00:00,80576000.000000,92138000.000000,67780000.000000,240701000.000000,62256000.000000,213290000.000000,90301000.000000,52214000.000000,194244000.000000,27050000.000000
2015-01-25 12:00:00,80630000.000000,92084000.000000,67636000.000000,239804000.000000,62531000.000000,213058000.000000,90476000.000000,52124000.000000,194124000.000000,26929000.000000
2015-01-25 13:00:00,80671000.000000,91881000.000000,67524000.000000,239535000.000000,62670000.000000,212545000.000000,90386000.000000,51920000.000000,194166000.000000,26965000.000000
2015-01-25 14:00:00,80426000.000000,91705000.000000,67409000.000000,239385000.000000,62622000.000000,211585000.000000,90031000.000000,51765000.000000,194073000.000000,27001000.000000
2015-01-25 15:00:00,80152000.000000,91614000.000000,67338000.000000,239104000.000000,62428000.000000,210861000.000000,89807000.000000,51522000.000000,193929000.000000,26923000.000000
2015-01-25 16:00:00,80037000.000000,91542000.000000,67348000.000000,238515000.000000,62251000.000000,210501000.000000,89753000.000000,51485000.000000,194596000.000000,26907000.000000
2015-01-25 17:00:00,79782000.000000,91442000.000000,67309000.000000,238470000.000000,62218000.000000,210282000.000000,89727000.000000,51400000.000000,195653000.000000,26932000.000000
2015-01-25 18:00:00,79636000.000000,91373000.000000,67248000.000000,238425000.000000,62062000.000000,209992000.000000,89731000.000000,51534000.000000,196340000.000000,26894000.000000
2015-01-25 19:00:00,79919000.000000,91282000.000000,67213000.000000,238270000.000000,62005000.000000,210032000.000000,89639000.000000,51770000.000000,196489000.000000,26913000.000000
2015-01-25 20:00:00,79908000.000000,91330000.000000,67107000.000000,238086000.000000,62003000.000000,210134000.000000,89572000.000000,51921000.000000,196608000.000000,26935000.000000
2015-01-25 21:00:00,79931000.000000,91265000.000000,67100000.000000,237656000.000000,61886000.000000,210371000.000000,89276000.000000,52238000.000000,197153000.000000,26949000.000000
2015-01-25 22:00:00,80020000.000000,91177000.000000,67090000.000000,237363000.000000,61770000.000000,210304000.000000,88961000.000000,52219000.000000,197538000.000000,26987000.000000
2015-01-25 23:00:00,79701000.000000,91102000.000000,67106000.000000,237215000.000000,61800000.000000,210165000.000000,88826000.000000,52006000.000000,197880000.000000,27023000.000000
2015-01-26 00:00:00,79674000.000000,91091000.000000,67228000.000000,237418000.000000,61971000.000000,210660000.000000,88959000.000000,52047000.000000,198542000.000000,27104000.000000
2015-01-26 01:00:00,79792000.000000,91142000.000000,67312000.000000,237581000.000000,62147000.000000,211137000.000000,89099000.000000,52388000.000000,198848000.000000,27172000.000000
2015-01-26 02:00:00,79856000.000000,91208000.000000,67429000.000000,238054000.000000,62243000.000000,211494000.000000,89284000.000000,52576000.000000,199994000.000000,27241000.000000
2015-01-26 03:00:00,79629000.000000,91448000.000000,67532000.000000,238702000.000000,62379000.000000,211944000.000000,89187000.000000,52710000.000000,200279000.000000,27325000.000000
2015-01-26 04:00:00,79530000.000000,91833000.000000,67660000.000000,239245000.000000,62358000.000000,212530000.000000,89258000.000000,53137000.000000,200370000.000000,27352000.000000
2015-01-26 05:00:00,79681000.000000,92144000.000000,67837000.000000,239619000.000000,62237000.000000,213045000.000000,89375000.000000,53519000.000000,200322000.000000,27345000.000000
2015-01-26 06:00:00,79994000.000000,92345000.000000,68035000.000000,240127000.000000,62062000.000000,213360000.000000,89162000.000000,53538000.000000,200489000.000000,27398000.000000
2015-01-26 07:00:00,80026000.000000,92287000.000000,67995000.000000,239753000.000000,61815000.000000,212872000.000000,88641000.000000,53733000.000000,200148000.000000,27410000.000000
2015-01-26 08:00:00,80006000.000000,91950000.000000,67942000.000000,239796000.000000,61793000.000000,212949000.000000,88221000.000000,53929000.000000,199744000.000000,27273000.000000
2015-01-26 09:00:00,79650000.000000,92072000.000000,67773000.000000,239961000.000000,61705000.000000,213081000.000000,88068000.000000,54010000.000000,199723000.000000,27297000.000000
2015-01-26 10:00:00,79178000.000000,91995000.000000,67482000.000000,239413000.000000,61563000.000000,212507000.000000,87793000.000000,54105000.000000,200164000.000000,27275000.000000
2015-01-26 11:00:00,78961000.000000,92094000.000000,67507000.000000,240087000.000000,61328000.000000,212702000.000000,87770000.000000,54424000.000000,200519000.000000,27289000.000000
2015-01-26 12:00:00,78940000.000000,92230000.000000,67597000.000000,240493000.000000,61127000.000000,212728000.000000,87574000.000000,54511000.000000,201032000.000000,27286000.000000
2015-01-26 13:00:00,78612000.000000,92267000.000000,67668000.000000,240755000.000000,61019000.000000,212647000.000000,87416000.000000,54702000.000000,201933000.000000,27199000.000000
2015-01-26 14:00:00,78313000.000000,92433000.000000,67710000.000000,240664000.000000,61060000.000000,212763000.000000,87404000.000000,55052000.000000,202779000.000000,27093000.000000
2015-01-26 15:00:00,78071000.000000,92493000.000000,67712000.000000,240715000.000000,61133000.000000,212787000.000000,87439000.000000,55390000.000000,203878000.000000,27101000.000000
2015-01-26 16:00:00,77905000.000000,92568000.000000,67808000.000000,241374000.000000,61231000.000000,212688000.000000,87505000.000000,55486000.000000,204228000.000000,27111000.000000
2015-01-26 17:00:00,77702000.000000,92599000.000000,67876000.000000,242031000.000000,61162000.000000,212493000.000000,87514000.000000,55507000.000000,204366000.000000,27063000.000000
2015-01-26 18:00:00,77384000.000000,92700000.000000,67870000.000000,242474000.000000,61184000.000000,212445000.000000,87731000.000000,55395000.000000,204433000.000000,27045000.000000
2015-01-26 19:00:00,76876000.000000,92810000.000000,67746000.000000,242468000.000000,61147000.000000,212588000.000000,87997000.000000,55184000.000000,204469000.000000,26974000.000000
2015-01-26 20:00:00,76875000.000000,92867000.000000,67668000.000000,242725000.000000,61117000.000000,212433000.000000,87979000.000000,54930000.000000,204533000.000000,26934000.000000
2015-01-26 21:00:00,77002000.000000,92976000.000000,67676000.000000,242687000.000000,61266000.000000,212329000.000000,87752000.000000,54887000.000000,204392000.000000,26931000.000000
2015-01-26 22:00:00,77104000.000000,93106000.000000,67731000.000000,242698000.000000,61448000.000000,212614000.000000,87778000.000000,54793000.000000,204506000.000000,26938000.000000
2015-01-26 23:00:00,77090000.000000,93318000.000000,67701000.000000,242934000.000000,61576000.000000,212826000.000000,87884000.000000,54843000.000000,204651000.000000,26880000.000000
2015-01-27 00:00:00,76868000.000000,93466000.000000,67581000.000000,242872000.000000,61463000.000000,212410000.000000,87677000.000000,54948000.000000,204517000.000000,26797000.000000
2015-01-27 01:00:00,76611000.000000,93540000.000000,67533000.000000,242896000.000000,61335000.000000,211854000.000000,87635000.000000,54785000.000000,204399000.000000,26735000.000000
2015-01-27 02:00:00,76613000.000000,93583000.000000,67556000.000000,243087000.000000,61341000.000000,211628000.000000,87757000.000000,54604000.000000,203640000.000000,26717000.000000
2015-01-27 03:00:00,76957000.000000,93542000.000000,67603000.000000,243007000.000000,61272000.000000,211469000.000000,87936000.000000,54675000.000000,203529000.000000,26665000.000000
2015-01-27 04:00:00,77232000.000000,93312000.000000,67270000.000000,242878000.000000,61215000.000000,210967000.000000,87754000.000000,54292000.000000,203369000.000000,26628000.000000
2015-01-27 05:00:00,77273000.000000,93031000.000000,67002000.000000,242518000.000000,61160000.000000,210214000.000000,87559000.000000,54153000.000000,203487000.000000,26613000.000000
2015-01-27 06:00:00,77145000.000000,92968000.000000,66715000.000000,242473000.000000,61271000.000000,210142000.000000,87870000.000000,54219000.000000,203867000.000000,26578000.000000
2015-01-27 07:00:00,77368000.000000,93361000.000000,66552000.000000,242805000.000000,61370000.000000,210629000.000000,88396000.000000,54314000.000000,204345000.000000,26628000.000000
2015-01-27 08:00:00,77741000.000000,94356000.000000,66528000.000000,243102000.000000,61498000.000000,211072000.000000,88780000.000000,54209000.000000,204388000.000000,26701000.000000
2015-01-27 09:00:00,77990000.000000,94806000.000000,66476000.000000,243127000.000000,61479000.000000,210732000.000000,88991000.000000,54165000.000000,203628000.000000,26588000.000000
2015-01-27 10:00:00,78034000.000000,95066000.000000,66388000.000000,243020000.000000,61295000.000000,210337000.000000,88802000.000000,53993000.000000,202409000.000000,26490000.000000
2015-01-27 11:00:00,77876000.000000,94949000.000000,66164000.000000,241600000.000000,61087000.000000,209086000.000000,88163000.000000,53457000.000000,201382000.000000,26338000.000000
2015-01-27 12:00:00,77158000.000000,94642000.000000,65958000.000000,240195000.000000,60898000.000000,207637000.000000,87739000.000000,52906000.000000,200506000.000000,26214000.000000
2015-01-27 13:00:00,77034000.000000,94615000.000000,65818000.000000,239118000.000000,60761000.000000,206723000.000000,87445000.000000,52593000.000000,199800000.000000,26146000.000000
2015-01-27 14:00:00,76851000.000000,94473000.000000,65769000.000000,238987000.000000,60619000.000000,205859000.000000,87320000.000000,52378000.000000,199385000.000000,26151000.000000
2015-01-27 15:00:00,76700000.000000,94390000.000000,65657000.000000,238695000.000000,60569000.000000,205344000.000000,87132000.000000,52267000.000000,198471000.000000,26078000.000000
2015-01-27 16:00:00,76444000.000000,94415000.000000,65506000.000000,238322000.000000,60386000.000000,205025000.000000,87050000.000000,52159000.000000,197480000.000000,26010000.000000
2015-01-27 17:00:00,76233000.000000,94365000.000000,65441000.000000,237664000.000000,60273000.000000,204650000.000000,86952000.000000,51868000.000000,197183000.000000,25982000.000000
2015-01-27 18:00:00,76209000.000000,94244000.000000,65378000.000000,237323000.000000,60163000.000000,204290000.000000,86803000.000000,51656000.000000,196931000.000000,25964000.000000
2015-01-27 19:00:00,75939000.000000,94160000.000000,65364000.000000,237447000.000000,60196000.000000,203909000.000000,86731000.000000,51544000.000000,196131000.000000,26037000.000000
2015-01-27 20:00:00,75778000.000000,94329000.000000,65569000.000000,237965000.000000,60295000.000000,204354000.000000,86919000.000000,51781000.000000,196147000.000000,26149000.000000
2015-01-27 21:00:00,75736000.000000,94401000.000000,65604000.000000,238267000.000000,60287000.000000,204452000.000000,87247000.000000,51594000.000000,196182000.000000,26219000.000000
2015-01-27 22:00:00,75816000.000000,94424000.000000,65561000.000000,238392000.000000,60258000.000000,204382000.000000,87335000.000000,51506000.000000,195539000.000000,26251000.000000
